Analyzer,AllFunctions,DeadFunctions,PredictedDeadFunctions,TrueDeadFunctions(TP),AliveFunctions,PredictedAliveFunctions,TrueAliveFunctions,Accuracy,Precision,Recall,Fscore
closure_compiler wala npm_cg acg,170,45,70,29,125,100,84,0.6647,0.4143,0.6720,0.5126
closure_compiler wala tajs,170,45,170,45,125,0,0,0.2647,0.2647,0.0000,0.0000
closure_compiler wala tajs acg,170,45,70,29,125,100,84,0.6647,0.4143,0.6720,0.5126
closure_compiler wala acg,170,45,70,29,125,100,84,0.6647,0.4143,0.6720,0.5126
closure_compiler npm_cg,170,45,170,45,125,0,0,0.2647,0.2647,0.0000,0.0000
closure_compiler npm_cg tajs,170,45,170,45,125,0,0,0.2647,0.2647,0.0000,0.0000
closure_compiler npm_cg tajs acg,170,45,70,29,125,100,84,0.6647,0.4143,0.6720,0.5126
closure_compiler npm_cg acg,170,45,70,29,125,100,84,0.6647,0.4143,0.6720,0.5126
closure_compiler tajs,170,45,170,45,125,0,0,0.2647,0.2647,0.0000,0.0000
closure_compiler tajs acg,170,45,70,29,125,100,84,0.6647,0.4143,0.6720,0.5126
closure_compiler acg,170,45,70,29,125,100,84,0.6647,0.4143,0.6720,0.5126
wala,170,45,170,45,125,0,0,0.2647,0.2647,0.0000,0.0000
wala npm_cg,170,45,170,45,125,0,0,0.2647,0.2647,0.0000,0.0000
wala npm_cg tajs,170,45,170,45,125,0,0,0.2647,0.2647,0.0000,0.0000
wala npm_cg tajs acg,170,45,70,29,125,100,84,0.6647,0.4143,0.6720,0.5126
wala npm_cg acg,170,45,70,29,125,100,84,0.6647,0.4143,0.6720,0.5126
wala tajs,170,45,170,45,125,0,0,0.2647,0.2647,0.0000,0.0000
wala tajs acg,170,45,70,29,125,100,84,0.6647,0.4143,0.6720,0.5126
wala acg,170,45,70,29,125,100,84,0.6647,0.4143,0.6720,0.5126
npm_cg,170,45,170,45,125,0,0,0.2647,0.2647,0.0000,0.0000
npm_cg tajs,170,45,170,45,125,0,0,0.2647,0.2647,0.0000,0.0000
npm_cg tajs acg,170,45,70,29,125,100,84,0.6647,0.4143,0.6720,0.5126
npm_cg acg,170,45,70,29,125,100,84,0.6647,0.4143,0.6720,0.5126
tajs,170,45,170,45,125,0,0,0.2647,0.2647,0.0000,0.0000
tajs acg,170,45,70,29,125,100,84,0.6647,0.4143,0.6720,0.5126
acg,170,45,70,29,125,100,84,0.6647,0.4143,0.6720,0.5126
